Key,Type,Desc,English,French,Russian,German,Korean,Chinese,Indonesian,Italian,Japanese,Persian,Romanian,Thai,Spanish,Turkish,Vietnamese,Polish,Arabic,Czech,Portuguese (Brazil)
Menus/Ranking,Text,,ranking,[i2auto]classement,[i2auto]ранжирование,[i2auto]Rang,[i2auto]순위,[i2auto]排行,[i2auto]Peringkat,[i2auto]posto,[i2auto]ランキング,[i2auto]رتبه بندی,[i2auto]clasament,[i2auto]การจัดอันดับ,[i2auto]clasificación,[i2auto]sıralama,[i2auto]xếp hạng,[i2auto]rankingu,[i2auto]الترتيب,[i2auto]pořadí,Ranking
Menus/Quick Match,Text,,[i2auto]Quick Match,[i2auto]Match rapide,[i2auto]Быстрый матч,[i2auto]Schnelles Spiel,[i2auto]빠른 대전,[i2auto]快速匹配,[i2auto]Pertandingan yang cepat,[i2auto]Partita veloce,[i2auto]クイックマッチ,[i2auto]بازی سریع,[i2auto]Potrivire rapida,[i2auto]Match ด่วน,[i2auto]Partido rápido,[i2auto]Hızlı maç,[i2auto]Trận đấu nhanh,[i2auto]Szybkie dopasowanie,[i2auto]المباراة سريعة,[i2auto]Quick Match,[i2auto]Partida rápida
Menus/No Ads,Text,,[i2auto]No Ads,[i2auto]Pas de pubs,[i2auto]Без рекламы,[i2auto]Keine Werbung,[i2auto]어떤 광고가 없습니다,[i2auto]没有广告,[i2auto]Tidak ada Iklan,[i2auto]Nessuna pubblicità,[i2auto]広告がないん,[i2auto]بدون تبلیغات,[i2auto]Nu există anunțuri,[i2auto]ไม่มีโฆษณา,[i2auto]Sin anuncios,[i2auto]Hayır Reklamlar,[i2auto]Không có quảng cáo,[i2auto]Bez reklam,[i2auto]لا إعلانات,[i2auto]Žádné reklamy,[i2auto]Sem anúncios
Menus/Share,Text,,share,[i2auto]partager,[i2auto]доля,[i2auto]Aktie,[i2auto]몫,[i2auto]共享,[i2auto]Bagikan,[i2auto]quota,[i2auto]シェア,[i2auto]سهم,[i2auto]Acțiune,[i2auto]หุ้น,[i2auto]compartir,[i2auto]hisse,[i2auto]phần,[i2auto]dzielić,[i2auto]حصة,[i2auto]Sdílet,Compartilhar
Menus/Share at Facebook,Text,,share on Facebook,[i2auto]partager sur Facebook,[i2auto]Поделиться через Фейсбук,[i2auto]Auf Facebook teilen,[i2auto]페이스 북에 공유,[i2auto]在脸书上分享,[i2auto]Bagikan di Facebook,[i2auto]condividi su Facebook,[i2auto]Facebookでシェア,[i2auto]در فیسبوک به اشتراک بگذارید,[i2auto]Share on Facebook,[i2auto]ร่วมกันบน Facebook,[i2auto]compartir en Facebook,[i2auto]Facebook'ta Paylaş,[i2auto]chia sẻ trên Facebook,[i2auto]Udostępnij na Facebooku,[i2auto]حصة في الفيسبوك,[i2auto]sdílet na Facebooku,compartilhar no facebook
Menus/Single Player,Text,,Single player,Joueur solo,[i2auto]Один игрок,[i2auto]Einzelspieler,[i2auto]싱글 플레이어,[i2auto]单人玩家,[i2auto]Pemain tunggal,[i2auto]Giocatore singolo,[i2auto]シングルプレーヤー,[i2auto]تنها بازیکن,[i2auto]Jucator singur,[i2auto]เล่นคนเดียว,Jugador Solo,[i2auto]Tek oyuncu,[i2auto]Người chơi đơn,[i2auto]Jeden gracz,[i2auto]لاعب واحد,[i2auto]Jeden hráč,Jogador solo
Menus/On-line (Beta),Text,,[i2auto]On-line (Beta),[i2auto]On-line (Beta),[i2auto]На он-лайн (бета-версия),[i2auto]On-line (Beta),[i2auto]온라인 (베타),[i2auto]在线（测试版）,[i2auto]On-line (Beta),[i2auto]On-line (Beta),[i2auto]オンライン（ベータ版）,[i2auto]بر روی خط (بتا),[i2auto]On-line (Beta),[i2auto]on-line (Beta),[i2auto]On-line (Beta),[i2auto]On-line (Beta),[i2auto]On-line (Beta),[i2auto]On-line (Beta),[i2auto]على الخط (بيتا),[i2auto]On-line (Beta),[i2auto]On-line (Beta)
Menus/Ranked Battle,Text,,Ranked Battle,[i2auto]Bataille Classé,[i2auto]Занимает Битва,[i2auto]Auf Rang Schlacht,[i2auto]위의 전투,[i2auto]排名战,[i2auto]Pertempuran peringkat,[i2auto]Battaglia classifica,[i2auto]ランクバトル,[i2auto]نبرد رتبه,[i2auto]Battle clasat pe locul,[i2auto]รบอยู่ในอันดับที่,[i2auto]Batalla Clasificado,[i2auto]Sırada Savaş,[i2auto]Trận xếp hạng,[i2auto]Miejsce bitwy,[i2auto]معركة المرتبة,[i2auto]Zařadil Bitva,Batalha Classificada
Menus/Story,Text,,[i2auto]Story,[i2auto]Histoire,[i2auto]История,[i2auto]Story,[i2auto]이야기,[i2auto]报道,[i2auto]Cerita,[i2auto]Storia,[i2auto]ストーリー,[i2auto]داستان,[i2auto]Poveste,[i2auto]เรื่องราว,[i2auto]Historia,[i2auto]Hikâye,[i2auto]Câu chuyện,[i2auto]Historia,[i2auto]قصة,[i2auto]Povídka,[i2auto]História
Menus/rank,Text,,[i2auto]rank,[i2auto]rang,[i2auto]ранг,[i2auto]Rang,[i2auto]계급,[i2auto]秩,[i2auto]pangkat,[i2auto]rango,[i2auto]ランク,[i2auto]مقام,[i2auto]rang,[i2auto]ตำแหน่ง,[i2auto]rango,[i2auto]rütbe,[i2auto]cấp,[i2auto]ranga,[i2auto]مرتبة,[i2auto]hodnost,[i2auto]Rank
Menus/Resources,Text,,[i2auto]Resources,[i2auto]Ressources,[i2auto]Ресурсы,[i2auto]Ressourcen,[i2auto]자원,[i2auto]资源,[i2auto]Sumber,[i2auto]Risorse,[i2auto]リソース,[i2auto]منابع,[i2auto]Resurse,[i2auto]ทรัพยากร,[i2auto]Recursos,[i2auto]Kaynaklar,[i2auto]Tài nguyên,[i2auto]Środki,[i2auto]مصادر,[i2auto]Zdroje,[i2auto]Recursos
Menus/Units,Text,,[i2auto]Units,[i2auto]Unités,[i2auto]Единицы,[i2auto]Einheiten,[i2auto]단위,[i2auto]单位,[i2auto]Unit,[i2auto]Unità,[i2auto]単位,[i2auto]واحد,[i2auto]Unități,[i2auto]หน่วย,[i2auto]Unidades,[i2auto]Birimler,[i2auto]Đơn vị,[i2auto]Jednostki,[i2auto]الوحدات,[i2auto]Jednotky,[i2auto]Unidades
Menus/Structures,Text,,[i2auto]Structures,[i2auto]Ouvrages d'art,[i2auto]Сооружения,[i2auto]Strukturen,[i2auto]구조,[i2auto]结构,[i2auto]Struktur,[i2auto]Strutture,[i2auto]構造,[i2auto]سازه های,[i2auto]Structuri,[i2auto]โครงสร้าง,[i2auto]Estructuras,[i2auto]Yapılar,[i2auto]Cấu trúc,[i2auto]Struktury,[i2auto]الهياكل,[i2auto]Struktury,[i2auto]Estruturas
Menus/Time,Text,,[i2auto]Time,[i2auto]Temps,[i2auto]Время,[i2auto]Zeit,[i2auto]시간,[i2auto]时刻,[i2auto]Waktu,[i2auto]Tempo,[i2auto]タイム,[i2auto]زمان,[i2auto]Timp,[i2auto]เวลา,[i2auto]Hora,[i2auto]Zaman,[i2auto]Thời gian,[i2auto]Czas,[i2auto]وقت,[i2auto]Doba,[i2auto]Tempo
Menus/Rate it 5 Stars!,Text,,rate it,[i2auto]noter,[i2auto]Оцените это,[i2auto]bewerte es,[i2auto]평점,[i2auto]评分,[i2auto]menilai itu,[i2auto]valutarlo,[i2auto]それを評価,[i2auto]رای دادن به آن,[i2auto]acorda-i o nota,[i2auto]ให้คะแนนมัน,[i2auto]puntúalo,[i2auto]oyla,[i2auto]đánh giá nó,[i2auto]Oceń to,[i2auto]قيمه,[i2auto]Ohodnoť to,classifique
Menus/YES,Text,,[i2auto]YES,[i2auto]OUI,[i2auto]ДА,[i2auto]JA,[i2auto]네,[i2auto]YES,[i2auto]IYA NIH,[i2auto]SI,[i2auto]YES,[i2auto]بله,[i2auto]DA,[i2auto]ใช่,[i2auto]SÍ,[i2auto]EVET,[i2auto]YES,[i2auto]TAK,[i2auto]YES,[i2auto]ANO,[i2auto]SIM
Menus/No,Text,,[i2auto]No,[i2auto]Non,[i2auto]Нет,[i2auto]Nein,[i2auto]아니,[i2auto]否,[i2auto]Tidak,[i2auto]No,[i2auto]ノー,[i2auto]هیچ,[i2auto]Nu,[i2auto]ไม่มี,[i2auto]Sin,[i2auto]Hayır,[i2auto]Không,[i2auto]Żaden,[i2auto]لا,[i2auto]Žádný,[i2auto]Não
Menus/Waiting Player,Text,,Waiting Players  -,[i2auto]En attendant Joueurs -,[i2auto]Ожидание Игроки -,[i2auto]Warten auf Spieler -,[i2auto]선수 대기 -,[i2auto]等待球员 - ,[i2auto]Menunggu Pemain -,[i2auto]Waiting Giocatori -,[i2auto]プレーヤーを待っています - ,[i2auto]انتظار بازیکنان -,[i2auto]Așteptare Jucători -,[i2auto]รอผู้เล่น -,[i2auto]Esperando jugadores -,[i2auto]Oyuncular Waiting -,[i2auto]Chờ Người chơi -,[i2auto]Oczekiwanie Players -,[i2auto]اللاعبون ينتظرون -,[i2auto]Čekání Hráči -,[i2auto]Esperando Jogadores -
Menus/Language,Text,,[i2auto]Language,[i2auto]Langue,[i2auto]Язык,[i2auto]Sprache,[i2auto]언어,[i2auto]语言,[i2auto]Bahasa,[i2auto]Lingua,[i2auto]言語,[i2auto]زبان,[i2auto]Limbă,[i2auto]ภาษา,[i2auto]Idioma,[i2auto]Lisan,[i2auto]Ngôn ngữ,[i2auto]Język,[i2auto]لغة,[i2auto]Jazyk,[i2auto]Idioma
Menus/test text,Text,,"Most translations were made automatically. If this text seems correct in the selected language, press confirm to use it.",[i2auto]"""La plupart des traductions ont été faites automatiquement. Si ce texte semble correcte dans la langue choisie, appuyez sur Valider pour l'utiliser.""",[i2auto]"""Большинство переводы выполнены автоматически. Если этот текст кажется правильным в выбранном языке, нажмите подтвердить, чтобы использовать его.""",[i2auto]"""Die meisten Übersetzungen wurden automatisch erstellt. Wenn dieser Text in der gewählten Sprache richtig zu sein scheint, drücken Sie bestätigen, es zu benutzen.""",[i2auto]"""대부분의 번역이 자동으로 만들어졌다. 이 텍스트가 선택한 언어로 올바른 것 같으면, 프레스 확인은 그것을 사용할 수 있습니다.""",[i2auto]大部分的翻译都自动完成。如果该文似乎以所选语言正确，按确认使用它。,[i2auto]"""Kebanyakan terjemahan dibuat otomatis. Jika teks ini tampaknya benar dalam bahasa yang dipilih, tekan confirm untuk menggunakannya.""",[i2auto]"""La maggior parte delle traduzioni sono state effettuate automaticamente. Se questo testo sembra corretto nella lingua selezionata, premere conferma usarlo.""",[i2auto]ほとんどの翻訳が自動的に行われました。このテキストは、選択した言語で、正しいと思われる場合は、Enterキーを押してそれを使用して確認してください。,[i2auto]ترین ترجمه به طور خودکار ساخته شد. اگر این متن درست به زبان انتخاب شده به نظر می رسد، تایید را فشار دهید تا از آن استفاده کنید.,[i2auto]"""Cele mai multe traduceri au fost făcute în mod automat. Dacă acest text pare corect în limba selectată, apăsați Confirmare pentru a-l folosească.""",[i2auto]แปลส่วนใหญ่ถูกสร้างขึ้นมาโดยอัตโนมัติ หากข้อความนี้ดูเหมือนว่าถูกต้องในภาษาที่เลือกยืนยันกดเพื่อใช้งานได้,[i2auto]"""La mayoría de las traducciones fueron realizadas de forma automática. Si este texto parece correcta en el idioma seleccionado, presione confirmar usarlo.""",[i2auto]"""Çoğu çeviriler otomatik olarak yapılmıştır. Bu metin seçilen dilde doğru görünüyorsa, basın onayla kullanmak için.""",[i2auto]"""Hầu hết các bản dịch đều được thực hiện tự động. Nếu văn bản này có vẻ chính xác trong ngôn ngữ đã chọn, nhấn xác nhận để sử dụng nó.""",[i2auto]"""Większość tłumaczeń dokonano automatycznie. Jeśli tekst ten wydaje się poprawna w wybranym języku, naciśnij klawisz potwierdzenia, aby go używać.""",[i2auto]وقدمت معظم الترجمات تلقائيا. إذا كان هذا النص يبدو الصحيح في اللغة المختارة، أكد الصحفي لاستخدامه.,[i2auto]"""Většina překladů byly provedeny automaticky. Pokud tento text zdá správný ve vybraném jazyce, stisknutím tlačítka Potvrdit ji používat.""","a maioria das traduções foram feitas automaticamente, com o tempo elas vão ser melhoradas. se esse texto parece correto no idioma selecionado, pressione confirmar para usá-lo."
Menus/Deathmatch,Text,,[i2auto]Deathmatch,[i2auto]Match à mort,[i2auto]Deathmatch,[i2auto]Todeskampf,[i2auto]죽음의 일치,[i2auto]死亡竞赛,[i2auto]Deathmatch,[i2auto]Deathmatch,[i2auto]デスマッチ,[i2auto]DEATHMATCH,[i2auto]Deathmatch,[i2auto]นัดสุดท้าย,[i2auto]Combate a muerte,[i2auto]Ölüm Maçı,[i2auto]Trận đấu chết,[i2auto]Pojedynek,[i2auto]مباراة الموت,[i2auto]Deathmatch,[i2auto]Mata-mata
Menus/cooperative,Text,,[i2auto]cooperative,[i2auto]coopérative,[i2auto]кооператив,[i2auto]Genossenschaft,[i2auto]협력적인,[i2auto]合作社,[i2auto]koperasi,[i2auto]cooperativa,[i2auto]協同組合,[i2auto]تعاونی,[i2auto]de cooperare,[i2auto]สหกรณ์,[i2auto]cooperativa,[i2auto]kooperatif,[i2auto]hợp tác,[i2auto]spółdzielnia,[i2auto]جمعية تعاونية,[i2auto]družstevní,[i2auto]cooperativo
Menus/requisites,Text,,[i2auto]requisites,[i2auto]requis,[i2auto]реквизиты,[i2auto]Bedarf,[i2auto]필수,[i2auto]先决条件,[i2auto]syarat,[i2auto]requisiti,[i2auto]前提条件,[i2auto]نیاز مندی های,[i2auto]rechizite,[i2auto]จำเป็น,[i2auto]requisitos,[i2auto]Koşul,[i2auto]điều kiện tiên quyết,[i2auto]przybory,[i2auto]الشروط,[i2auto]náležitosti,[i2auto]requisitos
Menus/synching tribes,Text,,synching,[i2auto]synching,[i2auto]синхронизация,[i2auto]synching,[i2auto]맞추지,[i2auto]假唱,[i2auto]synch,[i2auto]sincronizzazione,[i2auto]パク,[i2auto]از synching,[i2auto]sincronizare,[i2auto]synching,[i2auto]sincronización,[i2auto]eşzamanlı,[i2auto]đồng bộ,[i2auto]synchronizacja,[i2auto]مزامنة,[i2auto]synching,sincronizando
Menus/Username Already in Use,Text,,Username Already in Use,[i2auto]Nom d'utilisateur déjà utilisé,[i2auto]Имя пользователя уже используется,[i2auto]Benutzername bereits vergeben,[i2auto]이미 사용중인 사용자 이름,[i2auto]已经在使用用户名,[i2auto]Nama pengguna sudah digunakan,[i2auto]User name già usato,[i2auto]既に使用中のユーザー名,[i2auto]نام کاربری در حال استفاده,[i2auto]Nume de utilizator deja folosit,[i2auto]ชื่อที่ใช้อยู่แล้วในการใช้งาน,[i2auto]Nombre de usuario ya está en uso,[i2auto]Kullanıcı adı zaten kullanımda,[i2auto]Tên người dùng này đã có người sử dụng,[i2auto]Nazwa użytkownika jest już w użyciu,[i2auto]إسم المستخدم بالفعل في استخدام,[i2auto]Uživatelské jméno již v provozu,[i2auto]Nome de usuário já em uso
Categories/Armory,Text,,Armory,[i2auto]Arsenal,[i2auto]Арсенал,[i2auto]Rüstkammer,[i2auto]병기고,[i2auto]军械库,[i2auto]Gudang senjata,[i2auto]Armeria,[i2auto]アーモリー,[i2auto]اسلحه خانه,[i2auto]Arsenal,[i2auto]คลังแสงสรรพาวุธ,[i2auto]Armería,[i2auto]Tophane,[i2auto]Phòng trưng bày vũ khí,[i2auto]Zbrojownia,[i2auto]ترسانة,[i2auto]Arzenál,[i2auto]Arsenal
Categories/Barracks,Text,,Barracks,[i2auto]Caserne,[i2auto]Казарма,[i2auto]Barracks,[i2auto]막사,[i2auto]军营,[i2auto]Barak,[i2auto]Caserma,[i2auto]バラック,[i2auto]سربازخانه,[i2auto]Barracks,[i2auto]ค่ายทหาร,[i2auto]Cuartel,[i2auto]Kışla,[i2auto]Barracks,[i2auto]Koszary,[i2auto]ثكنات,[i2auto]Kasárna,Caserna
Categories/Brachiosaur,Text,,Brachiosaurus,[i2auto]Brachiosaurus,[i2auto]Брахиозавр,[i2auto]Brachiosaurus,[i2auto]브라키 오 사우루스,[i2auto]腕,[i2auto]Brachiosaurus,[i2auto]Brachiosaurus,[i2auto]ブラキオサウルス,[i2auto]براکیوزاروس,[i2auto]Brachiosaurus,[i2auto]Brachiosaurus,[i2auto]Brachiosaurus,[i2auto]Brachiosaurus,[i2auto]Brachiosaurus,[i2auto]Brachiosaurus,[i2auto]Brachiosaurus,[i2auto]Brachiosaurus,[i2auto]Brachiosaurus
Categories/Hut,Text,,Hut,[i2auto]Hutte,[i2auto]Хижина,[i2auto]Baracke,[i2auto]오두막,[i2auto]庵,[i2auto]Pondok,[i2auto]Capanna,[i2auto]山小屋,[i2auto]کلبه,[i2auto]Colibă,[i2auto]กระท่อม,[i2auto]Hut,[i2auto]Baraka,[i2auto]Lều,[i2auto]Chata,[i2auto]كوخ,[i2auto]Bouda,[i2auto]Cabana
Categories/Defense Tower,Text,,Defense Tower,[i2auto]Tower Defense,[i2auto]Tower Defense,[i2auto]Wehrturm,[i2auto]국방 타워,[i2auto]防御塔,[i2auto]Pertahanan Menara,[i2auto]Tower Defense,[i2auto]防衛タワー,[i2auto]دفاع برج,[i2auto]Turn de aparare,[i2auto]ทาวเวอร์กลาโหม,[i2auto]Tower Defense,[i2auto]Savunma Kulesi,[i2auto]Tower Defense,[i2auto]Tower Defense,[i2auto]برج الدفاع,[i2auto]Defense Tower,torre de defesa
Categories/Depot,Text,,Depot,[i2auto]Dépôt,[i2auto]Депо,[i2auto]Depot,[i2auto]창고,[i2auto]仓库,[i2auto]Depot,[i2auto]Deposito,[i2auto]デポ,[i2auto]انبار,[i2auto]Depozit,[i2auto]โป,[i2auto]Almacén,[i2auto]Depo,[i2auto]Kho hàng,[i2auto]Zajezdnia,[i2auto]مستودع,[i2auto]Depo,[i2auto]Depósito
Categories/Dilophosaur,Text,,dilophosaurus,[i2auto]dilophosaurus,[i2auto]дилофозавр,[i2auto]dilophosaurus,[i2auto]딜로포 사우루스,[i2auto]双脊龙,[i2auto]Dilophosaurus,[i2auto]Dilophosaurus,[i2auto]ディロフォサウルス,[i2auto]dilophosaurus,[i2auto]Dilophosaurus,[i2auto]Dilophosaurus,[i2auto]dilophosaurus,[i2auto]Dilophosaurus,[i2auto]DILOPHOSAURUS,[i2auto]Dilophosaurus,[i2auto]dilophosaurus,[i2auto]Dilophosaurus,[i2auto]dilophosaurus
Categories/Guard Tower,Text,,Guard Tower,[i2auto]Tour de garde,[i2auto]Guard Tower,[i2auto]Wachturm,[i2auto]가드 타워,[i2auto]守卫塔,[i2auto]Penjaga Menara,[i2auto]Torre di Guardia,[i2auto]ガードタワー,[i2auto]برج گارد,[i2auto]Guard Tower,[i2auto]ทาวเวอร์ยาม,[i2auto]Torre de Guardia,[i2auto]Guard Tower,[i2auto]Guard Tower,[i2auto]Strażnik Wieży,[i2auto]برج الحراسة,[i2auto]Guard Tower,[i2auto]Torre de protetor
Categories/Lizard Haras,Text,,Lizard Haras,[i2auto]Lizard Haras,[i2auto]Ящерица Haras,[i2auto]Lizard Haras,[i2auto]도마뱀 종마 사육장,[i2auto]蜥蜴哈拉斯,[i2auto]Lizard Haras,[i2auto]Lizard Haras,[i2auto]リザードHaras,[i2auto]مارمولک ها Haras,[i2auto]Lizard Haras,[i2auto]จิ้งจก Haras,Haras de Lagarto,[i2auto]Lizard Haras,[i2auto]Lizard Haras,[i2auto]Lizard Haras,[i2auto]سحلية حرس الحدود,[i2auto]Lizard Haras,Haras de Lagarto
Categories/Tribe Center,Text,,Tribe Center,[i2auto]Centre Tribe,[i2auto]Племя центр,[i2auto]Tribe-Center,[i2auto]부족 센터,[i2auto]部落中心,[i2auto]Suku Pusat,[i2auto]Tribe Centro,[i2auto]部族センター,[i2auto]مرکز اتحاد,[i2auto]Trib Center,[i2auto]ศูนย์เผ่า,[i2auto]Tribu Centro,[i2auto]Kabile Merkezi,[i2auto]Tribe Center,[i2auto]Plemię Center,[i2auto]مركز قبيلة,[i2auto]Tribe Center,Centro da Tribo
Categories/Neanderthal,Text,,Neanderthal,[i2auto]Néandertal,[i2auto]Неандерталец,[i2auto]Neandertaler,[i2auto]네안데르탈,[i2auto]尼安德特人,[i2auto]Neanderthal,[i2auto]Neandertaliano,[i2auto]ネアンデルタール人,[i2auto]وابسته به انسان غارنشین,[i2auto]De Neandertal,[i2auto]มนุษย์ยุคหิน,[i2auto]Neanderthal,[i2auto]Neandertal,[i2auto]Neanderthal,[i2auto]Neandertalczyk,[i2auto]الإنسان البدائي,[i2auto]Neandrtálec,[i2auto]Neanderthal
Categories/Obelisk,Text,,Obelisk,[i2auto]Obélisque,[i2auto]Обелиск,[i2auto]Obelisk,[i2auto]오벨리스크,[i2auto]方尖碑,[i2auto]Tugu,[i2auto]Obelisco,[i2auto]オベリスク,[i2auto]ستون هرمی شکل سنگی,[i2auto]Obelisc,[i2auto]Obelisk,[i2auto]Obelisco,[i2auto]Obelisk,[i2auto]Cây giống hình tiêm bi,[i2auto]Obelisk,[i2auto]مسلة,[i2auto]Obelisk,[i2auto]Obelisco
Categories/Parasaurolophus,Text,,Parasaurolophus,[i2auto]Parasaurolophus,[i2auto]Parasaurolophus,[i2auto]Parasaurolophus,[i2auto]파라 사우 롤로 푸스,[i2auto]Parasaurolophus,[i2auto]Parasaurolophus,[i2auto]Parasaurolophus,[i2auto]パラサウロロフス,[i2auto]Parasaurolophus,[i2auto]Parasaurolophus,[i2auto]Parasaurolophus,[i2auto]Parasaurolophus,[i2auto]Parasaurolophus,[i2auto]Parasaurolophus,[i2auto]Parasaurolophus,[i2auto]باراصورولوفوس,[i2auto]Parasaurolophus,[i2auto]Parasaurolophus
